#Epoch 	  Loss mean 	 free energy mean 	 reconstruction error mean	 validation free energy mean 	 comparison_free_energy_mean
223	-0.146321739008	-180.057856619	0.173165460621	-179.88176166	-180.063590131
224	-0.162811409498	-180.066253399	0.1733570723	-179.686827081	-179.877039231
225	-0.173548918977	-180.128078842	0.173374670948	-179.904594125	-180.090670676
226	-0.166912800507	-180.187332302	0.173116447408	-180.085922768	-180.26628367
227	-0.161631555923	-180.261778108	0.173419243191	-180.044406405	-180.230114403
228	-0.164049637992	-180.412120235	0.172855427438	-180.036222613	-180.223442328
229	-0.161011178094	-180.427405859	0.1732789473	-180.382034171	-180.557089954
230	-0.16380489702	-180.530825553	0.17313289462	-180.373373149	-180.55365586
231	-0.153681921436	-180.588711503	0.173024835681	-180.052099993	-180.239316915
232	-0.180762219556	-180.650817042	0.17309210553	-180.462764798	-180.641766261
233	-0.171296441975	-180.71887019	0.173041282877	-180.509396312	-180.691710191
234	-0.152302490063	-180.75931794	0.172969901781	-180.388598559	-180.575178121
235	-0.165185824609	-180.873814925	0.172879934076	-181.068181846	-181.241701562
236	-0.159881310379	-180.981975688	0.173048026405	-180.912639897	-181.094886919
237	-0.146681241999	-181.054029033	0.172786842318	-180.675052011	-180.861434049
238	-0.16161922309	-181.073611086	0.172597861792	-180.956621967	-181.135854763
239	-0.153637410931	-181.122705525	0.172851809122	-180.894275083	-181.079439765
240	-0.166317783588	-181.201745287	0.172765295756	-180.835097316	-181.019140659
241	-0.164458711786	-181.255309496	0.172730098461	-181.224662071	-181.407934123
242	-0.13804618131	-181.382519427	0.172794407747	-180.960797238	-181.152585792
243	-0.154953362469	-181.439714152	0.172519901473	-181.02517502	-181.219163609
244	-0.163997785772	-181.560291422	0.172453124806	-181.771282484	-181.938619516
245	-0.160553660935	-181.629061276	0.172382894801	-181.461484956	-181.646593376
246	-0.141253322351	-181.667467559	0.172280427861	-181.533729185	-181.719159375
247	-0.157743726448	-181.716502702	0.172353289519	-181.427429672	-181.610677839
248	-0.160683773843	-181.821176712	0.17219457264	-181.628331918	-181.808868699
249	-0.157249426882	-181.91458325	0.172156743392	-181.638400315	-181.825328753
250	-0.132669530623	-181.97470276	0.172252467494	-181.770803569	-181.955276646
251	-0.138062010402	-182.01160741	0.172339145008	-181.926966492	-182.107593384
252	-0.175422229093	-182.074865059	0.172296052591	-181.623481118	-181.817004432
253	-0.155013773145	-182.104920185	0.172274341975	-181.950655757	-182.141101034
254	-0.155581513399	-182.218924556	0.172052467277	-182.032184484	-182.221351287
255	-0.156090523245	-182.321096471	0.172079934007	-182.328052744	-182.513608149
256	-0.138030856299	-182.364363104	0.172316612005	-182.520741595	-182.70052825
257	-0.149866162328	-182.476227215	0.172040953966	-182.016286186	-182.212870954
258	-0.149746705923	-182.530178679	0.17202763181	-182.563513396	-182.740614329
259	-0.141727409705	-182.64738904	0.171717927817	-182.379018944	-182.563527487
260	-0.154577544689	-182.647028641	0.172165954129	-182.238831666	-182.430102361
261	-0.146593479648	-182.721452388	0.171912006548	-182.654611799	-182.833005802
262	-0.160441288313	-182.830163627	0.172016283038	-182.430719829	-182.615667152
263	-0.161023802824	-182.904188823	0.171993750051	-182.648537215	-182.838247414
264	-0.143921820469	-182.995340351	0.171891611658	-182.926015692	-183.107094077
265	-0.136880320147	-183.01772868	0.171883059097	-182.68485082	-182.876973026
266	-0.14617809227	-183.139577639	0.171829769862	-182.9005861	-183.081806027
267	-0.155924862191	-183.215194732	0.171619243387	-183.069628402	-183.247931736
268	-0.14210950462	-183.253145338	0.171604112104	-182.850329735	-183.044061758
269	-0.145019747032	-183.381725081	0.171734703936	-183.431256125	-183.610741729
270	-0.147450768128	-183.426778505	0.171850164611	-183.194081331	-183.377370051
271	-0.130040154793	-183.528413188	0.17149111834	-183.420554211	-183.604940268
272	-0.137259468169	-183.60201576	0.171500986909	-183.500048955	-183.683699263
273	-0.143521653567	-183.637316808	0.171730920845	-183.413637571	-183.600063595
274	-0.129743783022	-183.689866361	0.171435526123	-183.370934897	-183.555807819
275	-0.143522018566	-183.784203713	0.171306250221	-183.496683022	-183.68687175
